timestamp,lane_1_vehicles,lane_2_vehicles,lane_3_vehicles,lane_4_vehicles,ambulance_lane_1,ambulance_lane_2,ambulance_lane_3,ambulance_lane_4,action_index,activated_lane,green_time,reason_for_action,avg_reward,avg_loss,avg_q_value
2025-10-15T01:39:59.746060,7,6,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,2.00,0.0000,0.00
2025-10-15T01:40:11.835888,8,2,9,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,0.00,0.0000,0.00
2025-10-15T01:40:23.943324,5,3,11,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,0.00,0.0000,0.00
2025-10-15T01:40:36.009513,5,3,6,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 6,10.00,0.0000,0.00
2025-10-15T01:40:48.154352,8,0,9,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,0.00,0.0000,0.00
2025-10-15T01:41:00.187905,8,2,11,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,0.00,0.0000,0.00
2025-10-15T01:41:15.291130,8,2,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,6.00,0.0000,0.00
2025-10-15T01:41:27.393227,8,3,9,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,0.00,0.0000,0.00
2025-10-15T01:43:04.375346,7,3,7,0,0,0,0,0,7,3,12.0,DQN Decision (e=1.00),0.00,0.0000,0.00
2025-10-15T01:43:16.464478,9,2,9,0,0,0,0,0,7,3,12.0,DQN Decision (e=1.00),-2.00,0.0000,0.00
2025-10-15T01:43:32.561762,8,3,8,7,0,0,0,0,5,2,16.0,DQN Decision (e=1.00),-0.60,0.0000,0.00
2025-10-15T01:43:43.641608,9,3,9,3,0,0,0,0,0,1,8.0,DQN Decision (e=1.00),-2.40,0.0000,0.00
2025-10-15T01:43:59.654542,6,2,6,7,0,0,0,0,11,4,16.0,DQN Decision (e=1.00),3.90,0.0000,0.00
2025-10-15T01:44:11.746109,8,3,8,6,0,0,0,0,10,4,12.0,DQN Decision (e=1.00),-0.50,0.0000,0.00
2025-10-15T01:44:26.842516,9,4,9,7,0,0,0,0,1,1,12.0,DQN Decision (e=1.00),-2.90,0.0000,0.00
2025-10-15T01:44:34.934730,8,3,7,9,0,0,0,0,6,3,8.0,DQN Decision (e=1.00),-0.70,0.0000,0.00
2025-10-15T01:44:42.972948,6,2,8,8,0,0,0,0,9,4,8.0,DQN Decision (e=1.00),-2.40,0.0000,0.00
2025-10-15T01:45:02.097178,8,5,7,11,0,0,0,0,2,1,16.0,DQN Decision (e=1.00),-3.10,0.0000,0.00
2025-10-15T01:45:18.192196,8,2,6,7,0,0,0,0,11,4,16.0,DQN Decision (e=1.00),-2.30,0.0000,0.00
2025-10-15T01:45:30.257569,10,3,9,5,0,0,0,0,4,2,12.0,DQN Decision (e=1.00),1.30,0.0000,0.00
2025-10-15T01:45:41.286651,8,4,7,10,0,0,0,0,0,1,8.0,DQN Decision (e=1.00),-2.90,0.0000,0.00
2025-10-15T01:45:57.375463,9,3,11,4,0,0,0,0,5,2,16.0,DQN Decision (e=1.00),-2.70,0.0000,0.00
2025-10-15T01:46:09.482484,9,3,7,3,0,0,0,0,4,2,12.0,DQN Decision (e=1.00),-2.20,0.0000,0.00
2025-10-15T01:46:21.593586,9,2,9,3,0,0,0,0,4,2,12.0,DQN Decision (e=1.00),-0.30,0.0000,0.00
2025-10-15T01:46:29.705933,8,4,12,4,0,0,0,0,3,2,8.0,DQN Decision (e=1.00),-2.80,0.0000,0.00
2025-10-15T01:46:48.747667,9,3,7,6,0,0,0,0,2,1,16.0,DQN Decision (e=1.00),-0.50,0.0000,0.00
2025-10-15T01:47:04.826820,6,4,12,9,0,0,0,0,5,2,16.0,DQN Decision (e=1.00),2.90,0.0000,0.00
2025-10-15T01:47:23.966532,9,4,7,8,0,0,0,0,2,1,16.0,DQN Decision (e=1.00),-2.80,0.0000,0.00
2025-10-15T17:16:55.237631,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),0.00,0.0000,0.00
2025-10-15T17:17:03.329003,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),-50.00,0.0000,0.00
2025-10-15T17:17:11.917446,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),-50.00,0.0000,0.00
2025-10-15T17:17:23.007145,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),-50.00,0.0000,0.00
2025-10-15T17:17:34.099735,0,0,0,0,0,0,0,0,0,1,8.0,Default (All lanes empty),-50.00,0.0000,0.00
2025-10-15T17:17:46.203075,7,2,7,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-52.70,0.0000,0.00
2025-10-15T17:18:01.307593,8,4,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,7.40,0.0000,0.00
2025-10-15T17:18:16.359384,8,3,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-10-15T17:18:31.412997,9,1,9,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-10-15T17:18:43.468559,7,3,8,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-10-15T17:18:58.507225,11,1,10,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-2.80,0.0000,0.00
2025-10-15T17:19:13.553895,8,2,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.60,0.0000,0.00
2025-10-15T17:19:28.585643,9,2,8,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.80,0.0000,0.00
2025-10-15T17:19:40.670196,8,4,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.90,0.0000,0.00
2025-10-15T17:19:52.745466,8,3,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-2.80,0.0000,0.00
2025-10-15T17:20:07.805554,8,1,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.80,0.0000,0.00
2025-10-15T17:20:22.867582,7,1,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,0.10,0.0000,0.00
2025-10-15T17:20:37.907049,9,0,7,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.40,0.0000,0.00
2025-10-15T17:20:52.932950,7,0,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,1.90,0.0000,0.00
2025-10-15T17:21:08.010734,11,1,10,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,-2.90,0.0000,0.00
2025-10-15T17:21:23.046888,6,2,6,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,8.30,0.0000,0.00
2025-10-15T17:21:38.095493,10,2,10,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-10-15T17:21:50.176934,6,3,7,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,5.80,0.0000,0.00
2025-10-15T17:22:05.281103,6,3,6,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,-0.10,0.0000,0.00
2025-10-15T17:22:20.377232,8,2,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.50,0.0000,0.00
2025-10-15T17:22:35.411377,9,2,9,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.90,0.0000,0.00
2025-10-15T17:22:47.526143,8,3,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.70,0.0000,0.00
2025-10-15T17:22:59.566212,7,5,9,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.20,0.0000,0.00
2025-10-15T17:23:14.668826,8,5,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.40,0.0000,0.00
2025-10-15T17:23:29.707238,9,4,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.50,0.0000,0.00
2025-10-15T17:23:44.771202,10,2,9,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-10-15T17:23:56.862220,8,1,9,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.80,0.0000,0.00
2025-10-15T17:24:07.997626,5,0,5,4,0,0,0,0,0,1,8.0,Congestion | Vehicles: 5,6.60,0.0000,0.00
2025-10-15T17:24:20.077206,6,2,7,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,-2.00,0.0000,0.00
2025-10-15T17:24:32.122292,8,2,9,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.30,0.0000,0.00
2025-10-15T17:24:47.223785,10,4,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.80,0.0000,0.00
2025-10-15T17:24:59.301259,7,3,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,3.30,0.0000,0.00
2025-10-15T17:25:11.337414,8,4,8,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-10-15T17:25:23.349514,5,3,6,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 6,8.10,0.0000,0.00
2025-10-15T17:25:35.384057,7,1,7,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-10-15T17:25:50.445934,9,3,8,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.80,0.0000,0.00
2025-10-15T17:26:05.545922,9,3,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.50,0.0000,0.00
2025-10-15T17:26:20.647062,8,4,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.30,0.0000,0.00
2025-10-28T11:44:05.975068,5,3,6,12,0,0,0,0,10,4,12.0,Congestion | Vehicles: 12,0.00,0.0000,0.00
2025-10-28T11:44:18.015517,5,0,5,6,0,0,0,0,10,4,12.0,Congestion | Vehicles: 6,10.40,0.0000,0.00
2025-10-28T11:44:33.102403,8,3,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.80,0.0000,0.00
2025-10-28T11:44:48.323964,8,3,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-10-28T11:45:00.511967,7,5,9,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-10-28T11:45:15.584857,7,3,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,1.60,0.0000,0.00
2025-10-28T11:45:30.690057,8,1,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-10-28T11:45:45.736828,10,0,10,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-10-28T11:45:57.781076,6,3,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,5.40,0.0000,0.00
2025-10-28T11:46:09.880539,7,3,8,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,9.90,0.0000,0.00
2025-10-28T11:46:25.005662,7,3,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,-0.30,0.0000,0.00
2025-10-28T11:46:37.036898,7,3,7,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,-2.80,0.0000,0.00
2025-10-28T11:46:49.214090,5,6,5,7,0,0,0,0,10,4,12.0,Congestion | Vehicles: 7,5.70,0.0000,0.00
2025-10-28T11:47:01.278050,7,5,7,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,-2.70,0.0000,0.00
2025-10-28T11:47:13.385605,6,1,8,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.90,0.0000,0.00
2025-10-28T11:47:25.421710,8,4,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.70,0.0000,0.00
2025-10-28T11:47:37.470395,9,2,10,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-10-28T11:47:52.518434,6,3,6,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,5.90,0.0000,0.00
2025-10-28T11:48:07.593620,7,5,6,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,-2.50,0.0000,0.00
2025-10-28T11:48:22.684311,10,3,8,10,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.10,0.0000,0.00
2025-10-28T11:48:37.732982,10,2,10,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.80,0.0000,0.00
2025-10-28T11:48:52.782241,9,4,9,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.70,0.0000,0.00
2025-10-28T11:49:07.850163,8,3,7,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.20,0.0000,0.00
2025-10-28T11:49:22.939705,8,2,8,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.60,0.0000,0.00
2025-10-28T11:49:38.025652,10,0,9,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-10-28T11:49:53.094711,9,3,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.70,0.0000,0.00
2025-10-28T11:50:08.144341,8,3,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.40,0.0000,0.00
2025-10-28T11:50:20.186783,8,2,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-2.70,0.0000,0.00
2025-10-28T11:50:32.266977,8,3,9,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.30,0.0000,0.00
2025-10-28T11:50:47.315592,8,4,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.70,0.0000,0.00
2025-10-28T11:51:02.364643,8,3,7,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.10,0.0000,0.00
2025-10-28T11:51:14.412570,9,1,10,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.70,0.0000,0.00
2025-10-28T11:51:26.460033,9,0,10,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.50,0.0000,0.00
2025-10-28T11:51:41.508430,9,3,6,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,5.70,0.0000,0.00
2025-10-28T11:51:53.556989,7,2,7,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,1.50,0.0000,0.00
2025-10-28T11:52:08.611907,9,1,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,3.60,0.0000,0.00
2025-10-28T11:52:20.643755,8,3,9,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.80,0.0000,0.00
2025-10-28T11:52:35.695975,8,4,5,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,5.60,0.0000,0.00
2025-10-28T11:52:50.731201,8,2,6,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.40,0.0000,0.00
2025-10-28T11:53:05.795403,9,0,9,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.40,0.0000,0.00
2025-10-28T11:53:17.833094,8,4,9,4,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.50,0.0000,0.00
2025-10-28T11:53:29.866273,7,5,7,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,1.30,0.0000,0.00
2025-10-28T11:53:41.903371,6,4,6,7,0,0,0,0,10,4,12.0,Congestion | Vehicles: 7,-0.30,0.0000,0.00
2025-10-28T11:53:56.950965,8,2,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,3.80,0.0000,0.00
2025-10-28T11:54:12.001125,10,3,9,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-10-28T11:54:27.049624,9,6,6,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.80,0.0000,0.00
2025-10-28T11:54:39.098358,7,2,5,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,1.80,0.0000,0.00
2025-10-28T11:54:51.146473,6,3,8,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,-2.50,0.0000,0.00
2025-10-28T11:55:03.197429,9,2,10,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.60,0.0000,0.00
2025-10-28T11:55:18.240491,8,2,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.80,0.0000,0.00
2025-10-28T11:55:33.306168,10,3,8,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 10,-3.00,0.0000,0.00
2025-10-28T11:55:48.387196,7,2,5,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,4.00,0.0000,0.00
2025-10-28T11:56:03.489131,8,3,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.20,0.0000,0.00
2025-10-28T11:56:15.558199,9,3,10,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.90,0.0000,0.00
2025-10-28T11:56:30.634344,8,3,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-10-28T11:56:45.663204,8,3,6,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.20,0.0000,0.00
2025-10-28T11:57:00.887305,8,3,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.50,0.0000,0.00
2025-10-28T11:57:13.235651,11,6,12,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 12,-3.60,0.0000,0.00
2025-10-28T11:57:25.299119,7,2,5,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,11.70,0.0000,0.00
2025-10-28T11:57:40.343050,9,4,5,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-0.60,0.0000,0.00
2025-10-28T11:57:52.391402,8,3,10,8,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.90,0.0000,0.00
2025-10-28T11:58:04.411328,7,1,11,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-2.60,0.0000,0.00
2025-10-28T11:58:16.534595,5,4,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,1.60,0.0000,0.00
2025-10-28T11:58:53.959345,0,0,6,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,0.00,0.0000,0.00
2025-10-28T11:59:06.008854,7,2,7,8,0,0,0,0,10,4,12.0,Congestion | Vehicles: 8,3.60,0.0000,0.00
2025-10-28T11:59:21.128207,8,1,8,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,8.00,0.0000,0.00
2025-10-28T11:59:36.178713,9,3,8,2,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-10-28T11:59:48.221536,7,5,8,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.70,0.0000,0.00
2025-10-28T12:00:00.269586,8,3,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.60,0.0000,0.00
2025-10-28T12:00:12.380979,6,4,7,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 7,1.60,0.0000,0.00
2025-10-28T12:00:24.398391,7,3,9,10,0,0,0,0,10,4,12.0,Congestion | Vehicles: 10,-2.90,0.0000,0.00
2025-10-28T12:00:36.438915,8,3,8,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,-0.80,0.0000,0.00
2025-10-28T12:00:51.468391,11,3,8,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 11,3.20,0.0000,0.00
2025-10-28T12:01:03.588057,7,4,9,5,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,5.50,0.0000,0.00
2025-10-28T12:01:15.610885,7,3,8,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,-0.50,0.0000,0.00
2025-10-28T12:01:30.669301,9,3,8,8,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.80,0.0000,0.00
2025-10-28T12:01:42.737482,8,1,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-0.40,0.0000,0.00
2025-10-28T12:01:57.782652,8,3,8,5,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-0.40,0.0000,0.00
2025-10-28T12:02:12.838153,7,4,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,-0.40,0.0000,0.00
2025-10-28T12:02:27.957068,8,0,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,-2.30,0.0000,0.00
2025-10-28T12:02:40.000006,8,3,9,9,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.90,0.0000,0.00
2025-10-28T12:02:52.056437,7,0,6,11,0,0,0,0,10,4,12.0,Congestion | Vehicles: 11,3.60,0.0000,0.00
2025-10-28T12:03:07.169645,9,4,7,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,5.30,0.0000,0.00
2025-10-28T12:03:22.236833,7,3,7,6,0,0,0,0,1,1,12.0,Congestion | Vehicles: 7,1.70,0.0000,0.00
2025-10-28T12:03:37.395449,9,1,9,3,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-10-28T12:03:49.417324,7,3,8,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.60,0.0000,0.00
2025-10-28T12:04:01.522419,9,3,10,10,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-3.20,0.0000,0.00
2025-10-28T12:04:16.579309,8,4,8,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.60,0.0000,0.00
2025-10-28T12:04:28.609641,8,3,10,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-2.40,0.0000,0.00
2025-10-28T12:04:40.635426,7,2,8,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 8,1.60,0.0000,0.00
2025-10-28T12:04:52.742006,7,0,9,6,0,0,0,0,7,3,12.0,Congestion | Vehicles: 9,-2.20,0.0000,0.00
2025-10-28T12:05:07.805454,9,1,9,9,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.80,0.0000,0.00
2025-10-28T12:05:22.857303,9,4,9,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 9,-2.90,0.0000,0.00
2025-10-28T12:05:34.909014,8,3,10,7,0,0,0,0,7,3,12.0,Congestion | Vehicles: 10,-0.80,0.0000,0.00
2025-10-28T12:05:49.961581,8,3,8,7,0,0,0,0,1,1,12.0,Congestion | Vehicles: 8,1.40,0.0000,0.00
2025-10-28T12:06:02.007331,9,1,11,3,0,0,0,0,7,3,12.0,Congestion | Vehicles: 11,-2.40,0.0000,0.00
2025-10-28T12:06:14.048258,8,3,6,9,0,0,0,0,10,4,12.0,Congestion | Vehicles: 9,7.40,0.0000,0.00
2025-10-28T12:06:29.100694,12,3,6,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 12,7.50,0.0000,0.00
2025-10-28T12:06:44.165338,6,3,6,4,0,0,0,0,1,1,12.0,Congestion | Vehicles: 6,10.10,0.0000,0.00
